cents,tonicity,normalized,smooth
2215.5,0.4988174520349158,0.4962195430395386,0.49556726079151747
2216.0,0.4989989505994293,0.4963088990934127,0.49563822935043556
2216.5,0.4991433409578816,0.49637587144523554,0.4957004960864999
2217.0,0.4992877257554215,0.49644293331401274,0.4957536769588765
2217.5,0.49939332284129984,0.4964865963045352,0.49579807599174136
2218.0,0.4994989080104456,0.49653034702950155,0.4958339010362718
2218.5,0.499561372548349,0.4965480766034673,0.49586142701213554
2219.0,0.4996238273554209,0.49656589731611755,0.49588084161801493
2219.5,0.4996435453766816,0.4965579314507899,0.4958927991178637
2220.0,0.4996632598269371,0.49655006254862977,0.4958976870138309
2220.5,0.4996411750052137,0.4965169769986414,0.49589625939127996
2221.0,0.4996190942763395,0.4964839951605687,0.4958889713179554
2221.5,0.4995564058353115,0.4964265204877295,0.4958766690747123
2222.0,0.49949372740150316,0.4963691552292894,0.49585987318124136
2222.5,0.49939176074399455,0.49628809844592114,0.49583951402239473
2223.0,0.49928980375650905,0.4962071530064069,0.4958161752232378
2223.5,0.49914994949985214,0.4961033606504387,0.4957908595731633
2224.0,0.4990100930410811,0.4959996745948189,0.49576420959952955
2224.5,0.49883757937165707,0.49587631755551176,0.4957372894878611
2225.0,0.49866503748583924,0.4957530532208827,0.4957107905007435
2225.5,0.49849254943056137,0.49562993237011443,0.495685821587882
2226.0,0.4983200288739036,0.49550690380285933,0.4956631138761565
2226.5,0.49815896035890445,0.4953909245258431,0.4956438072782057
2227.0,0.4979978624278844,0.4952750415886021,0.4956286616266937
2227.5,0.49786446010447455,0.49517604847793667,0.49561883172856913
2228.0,0.49773103715637274,0.4950771592328115,0.49561510107780643
2228.5,0.49761871132991325,0.49499116547603705,0.49561862233936754
2229.0,0.4975063466545747,0.49490526676167684,0.4956302198582054
2229.5,0.4974472109678123,0.4948517272653369,0.4956508605016669
2230.0,0.4973880419915623,0.4947982884069037,0.49568134192045665
2230.5,0.4973870263039455,0.4947801935331993,0.49572191007852284
2231.0,0.49738600985788634,0.49476222124265,0.4957732847120832
2231.5,0.4974474857265517,0.49478222323065063,0.4958355119334212
2232.0,0.4975090170980199,0.4948023841335841,0.4959092178568315
2232.5,0.4976368975781029,0.49486285754600323,0.49599425174231454
2233.0,0.4977649108333045,0.4949235389446942,0.49609113452702813
2233.5,0.49796244892391217,0.495026458591409,0.49619950853838535
2234.0,0.4981602162349534,0.4951296469221793,0.4963197808044683
2234.5,0.49843020975292124,0.4952767119475042,0.49645138507574876
2235.0,0.4987005482708479,0.49542411807865766,0.4965945706485665
2235.5,0.49904489921418665,0.4956164850781976,0.4967483886828919
2236.0,0.49938973195037717,0.49580927834657584,0.49691264645203664
2236.5,0.4998098240389482,0.4960477900350134,0.49708601761713017
2237.0,0.5002305603363244,0.4962868286882266,0.4972680889778394
2237.5,0.5007271070359411,0.49657192185083715,0.4974574199830348
2238.0,0.5012244929773255,0.4968576624434493,0.4976533404434613
2238.5,0.5017975274719083,0.497189361862667,0.49785431426317844
2239.0,0.5023716376740033,0.4975218542859569,0.49805966022985
2239.5,0.5030048888470813,0.4978903096448327,0.49826775989892313
2240.0,0.5036393901571836,0.49825966602189753,0.4984775403317111
2240.5,0.5042674048497509,0.49862523863702746,0.4986873376241253
2241.0,0.5048965410758347,0.498991636758491,0.4988959895361328
2241.5,0.505506921227352,0.49934682218668985,0.49910199650171133
2242.0,0.5061182646608876,0.49970273966625545,0.4993041391737677
2242.5,0.5066999872278247,0.5000408663075029,0.4995011452117259
