cents,sethares
0,1.0000455747801724
1,1.0550028282802024
2,1.107643924743819
3,1.1580498740883984
4,1.2062991254365525
5,1.252467641797617
6,1.296628972488393
7,1.3388543233538044
8,1.3792126248456584
9,1.4177705980167175
10,1.4545928184848105
11,1.4897417784205718
12,1.5232779466104467
13,1.5552598266451074
14,1.585744013281905
15,1.614785247028212
16,1.6424364669913651
17,1.6687488620391342
18,1.6937719203135102
19,1.7175534771388117
20,1.7401397613642535
21,1.761575440179346
22,1.7819036624393916
23,1.801166100537101
24,1.8194029908549845
25,1.8366531728320097
26,1.852954126676833
27,1.868342009758724
28,1.8828516917061502
29,1.8965167882417853
30,1.9093696937818232
31,1.9214416128260758
32,1.9327625901645402
33,1.9433615399249367
34,1.9532662734846773
35,1.962503526269804
36,1.9710989834623796
37,1.9790773046367218
38,1.9864621473442647
39,1.9932761896653672
40,1.9995411517458654
41,2.0052778163349965
42,2.010506048340705
43,2.015244813416833
44,2.0195121955965765
45,2.023325413985112
46,2.026700838523598
47,2.0296540048360923
48,2.0321996281696113
49,2.0343516164371813
50,2.036123082372539
51,2.037526354804426
52,2.0385729890575526
53,2.0392737764864832
54,2.039638753147802
55,2.0396772076151004
56,2.039397687940567
57,2.0388080077659048
58,2.0379152515847654
59,2.036725779157785
60,2.0352452290805507
61,2.0334785215040623
62,2.0314298600062575
63,2.029102732612361
64,2.0264999119610865
65,2.023623454612634
66,2.020474699493626
67,2.017054265473382
68,2.01336204806482
69,2.009397215242495
70,2.0051582023693975
71,2.0006427062230268
72,1.9958476781105878
73,1.9907693160619822
74,1.9857427731901027
75,1.9811487442536448
76,1.976259887811327
77,1.9711248015716816
78,1.9668479568174855
79,1.9622652252546233
80,1.9573727779249426
81,1.9528084107687493
82,1.9486720889978995
83,1.9442159838009823
84,1.9394362783608783
85,1.9351737476750608
86,1.9313220713632566
87,1.927137749534189
88,1.922617329353173
89,1.9181183258915198
90,1.9147297400936563
91,1.9109965871920576
92,1.9069162013743965
93,1.9024850417154802
94,1.8985245049047375
95,1.895461458902203
96,1.8920407019411365
97,1.8882599669950975
98,1.8841160916507538
99,1.8797133320861532
100,1.8772179792811936
101,1.8743528972961296
102,1.8711167777396975
103,1.8675074010171704
104,1.8635216313072998
105,1.8592775891292361
106,1.8572686938439413
107,1.8548779524536285
108,1.8521047579510133
109,1.8489475761506213
110,1.8454039417262194
111,1.8414704530999308
112,1.8379899227150331
113,1.8364198697898715
114,1.834456548299653
115,1.8320998747326636
116,1.8293488238909097
117,1.8262014257332437
118,1.8226547610581554
119,1.8187049560195183
120,1.8163721570653175
121,1.815242413210545
122,1.813708716644649
123,1.811771433990208
124,1.809429977681142
125,1.8066828034701095
126,1.8035274067665519
127,1.7999603177995203
128,1.7959770955983128
129,1.7945181516489073
130,1.7938934531045365
131,1.7928537383246752
132,1.791399876006261
133,1.7895317690420867
134,1.787248352678086
135,1.7845475914943463
136,1.7814264752046645
137,1.7778810132683671
138,1.7739062283068057
139,1.7715723884729622
140,1.7715870586355518
141,1.7711718826456315
142,1.7703284123007617
143,1.7690572186834772
144,1.7673578910669188
145,1.7652290346348658
146,1.7626682670116796
147,1.7596722135965095
148,1.7562365016948678
149,1.752355753439501
150,1.7480235774911388
151,1.7452797578694654
152,1.7456710229534025
153,1.745608172955421
154,1.7450927130050808
155,1.744125138836261
156,1.742704935376309
157,1.7408305741230268
158,1.739141021344169
159,1.7376186634056316
160,1.7356373859920171
161,1.733194604952697
162,1.730286708512263
163,1.7269090513237226
164,1.7230559472792404
165,1.7187206610690977
166,1.7204431739981456
167,1.721715675975519
168,1.7225141988448502
169,1.722841525654517
170,1.7226994123565613
171,1.7220885879171801
172,1.721008753207066
173,1.7194585786679522
174,1.7186524088319275
175,1.7178197126260506
176,1.7165150845181518
177,1.7147369746615757
178,1.712482796069962
179,1.7097489200396758
180,1.7065306703305099
181,1.7028223160966236
182,1.6986170635589102
183,1.6984918836602798
184,1.7009732258262105
185,1.7029645984005901
186,1.704470635979822
187,1.7054949370607906
188,1.7060400661634847
189,1.7061075547374223
190,1.7056979008501758
191,1.7048105676551715
192,1.7034439806346402
193,1.702564444740613
194,1.7024246798612976
195,1.7018044228683542
196,1.7007030111916674
197,1.6991187406535002
198,1.6970488618853683
199,1.6944895755072698
200,1.6914360260624708
201,1.6878822946997873
202,1.6838213905939767
203,1.6792452410936054
204,1.674958044449191
205,1.6783698409578403
206,1.6812655172930544
207,1.6836506071613397
208,1.6855295834747999
209,1.6869058609650176
210,1.68778179756297
211,1.6881586945432558
212,1.6880367954297448
213,1.6880736903934843
214,1.6878348579510525
215,1.6870963025464856
216,1.6858561631556737
217,1.685021654001389
218,1.685677934164726
219,1.685832536924877
220,1.6854859378438853
221,1.68463754890738
222,1.6832857162034671
223,1.6814277163482907
224,1.6790597516526409
225,1.6761769440226968
226,1.672773327586563
227,1.668841840037209
228,1.6643743126810062
229,1.6593614591797987
230,1.6537928629731005
231,1.647656963365748
232,1.6507353569611536
233,1.6553157552725288
234,1.6593436611078944
235,1.662826396321856
236,1.665770185426266
237,1.6681801600394999
238,1.6700603620738887
239,1.6714137456611602
240,1.6722421778146912
241,1.6725464378258326
242,1.672378310870842
243,1.6729568955996341
244,1.673011848352806
245,1.6725427461442206
246,1.67154807229049
247,1.6700252123596302
248,1.668976652598372
249,1.6702764101464143
250,1.6710487522911266
251,1.6712952983850544
252,1.6710165762761253
253,1.67021202126675
254,1.6691762370491285
255,1.6688346672739596
256,1.667964984766186
257,1.6665658462099855
258,1.6646348105095923
259,1.6621683348435516
260,1.6591617694323784
261,1.6556093510125844
262,1.6515041950089548
263,1.6468382863955964
264,1.6416024692349858
265,1.6357864348828368
266,1.6293787088454874
267,1.6242404865778117
268,1.6311417136444493
269,1.6374581295285267
270,1.6432014950530922
271,1.6483824596967607
272,1.6530105710530183
273,1.657094283039347
274,1.6606409628610694
275,1.6636568967334513
276,1.6661472943645719
277,1.6681162922000548
278,1.6695669554296972
279,1.6705012787547773
280,1.6709201859135097
281,1.6708235279610748
282,1.671499151321632
283,1.6723802380112385
284,1.6727488129606605
285,1.6726051296480513
286,1.6719483691275778
287,1.6707766369267283
288,1.6690869586861496
289,1.666875274535241
290,1.6682942209110585
291,1.6702972366574858
292,1.6717858573939823
293,1.6727630599165748
294,1.6732307557856352
295,1.6731897918929703
296,1.6726399497919222
297,1.6715799437876095
298,1.6711349093996728
299,1.6713662452435716
300,1.67108771562624
301,1.6702991302236732
302,1.6689992337108976
303,1.6671857033444502
304,1.6648551453036278
305,1.6620030897853642
306,1.6586239848461468
307,1.654711188983212
308,1.6502569624460786
309,1.6452524572681222
310,1.6396877060066288
311,1.6335516091785598
312,1.626831921377917
313,1.6195152360592164
314,1.6115869689704125
315,1.6030313402170717
316,1.600326247173766
317,1.6085974032161752
318,1.6162537281962743
319,1.6233083706380933
320,1.629773351078212
321,1.63565957211873
322,1.640976827225971
323,1.6457338082794588
324,1.6499381118746597
325,1.653596244381709
326,1.6567136257610569
327,1.6592945921359372
328,1.6613423971200976
329,1.6628592118982373
330,1.6638461240552216
331,1.664634307378735
332,1.6659498834190196
333,1.6667379561621694
334,1.6669985791589537
335,1.6667307155027347
336,1.665932233485781
337,1.6672959239756822
338,1.6685318143246004
339,1.6692407782849665
340,1.66942334410211
341,1.6694057027183826
342,1.669262738930602
343,1.6685918024462634
344,1.6673908306438203
345,1.6656566587787256
346,1.6633850142369333
347,1.6605705094906709
348,1.6614927985600207
349,1.6648267407960073
350,1.6676273234465064
351,1.6698998004088668
352,1.6716483413137326
353,1.6728760343887796
354,1.6735848880708841
355,1.6737758313657034
356,1.6734487129523474
357,1.6726022990295473
358,1.671234269898616
359,1.669341215277035
360,1.6688150364870846
361,1.6694586543614487
362,1.669576882917742
363,1.669170023646113
364,1.6682372909553678
365,1.6667768100074873
366,1.6651066741478564
367,1.6644229299866473
368,1.6632064173487597
369,1.6614552204012991
370,1.6594090619900563
371,1.6575382635778242
372,1.6551244412137045
373,1.6521636110705462
374,1.6486506819560283
375,1.6445794492762333
376,1.639942587711684
377,1.6347316425976777
378,1.6289370199991513
379,1.6225479754695085
380,1.6155526014811001
381,1.607937813513976
382,1.599689334788092
383,1.5907916796229145
384,1.5812281354068305
385,1.5709807431576386
386,1.5600302766537473
387,1.5642618047488055
388,1.5750698193801125
389,1.5852072254852103
390,1.5946913062096932
391,1.6035381849815127
392,1.6117628395694141
393,1.6193791148807626
394,1.6263997345067953
395,1.6328363110224011
396,1.6386993550460458
397,1.6439982830645932
398,1.6487414240262572
399,1.6529360247039688
400,1.6565882538300691
401,1.6597032050022136
402,1.6622848983588898
403,1.6643362810221514
404,1.6658592263034806
405,1.6675616462234737
406,1.6692990171711928
407,1.6705132922742485
408,1.6712050876499933
409,1.671373940815298
410,1.672876908632222
411,1.6744602592546984
412,1.6755256035319623
413,1.6760738620136906
414,1.6761048775679597
415,1.675617412254954
416,1.674609142935744
417,1.6730766556085501
418,1.6734234175233906
419,1.6757312838821399
420,1.677519777470137
421,1.6787918490457123
422,1.6795493714902703
423,1.6797931396629062
