cents,sethares
0,0.8827002204848996
1,0.9657320962287987
2,1.0451534548194958
3,1.1210931091405432
4,1.1936756521890297
5,1.2630215813259689
6,1.3292474186164667
7,1.392465827365119
8,1.4527857249481086
9,1.5103123920410053
10,1.5651475783375388
11,1.6173896048519163
12,1.6671334628941257
13,1.7144709098047626
14,1.7594905615332632
15,1.8022779821401629
16,1.8429157703019652
17,1.881483642893978
18,1.9180585157243544
19,1.9527145814894735
20,1.9855233850190448
21,2.0165538958763136
22,2.0458725783766285
23,2.073543459085319
24,2.0996281918535633
25,2.1241861204485892
26,2.1472743388325766
27,2.168947749142319
28,2.1892591174197222
29,2.208259127141078
30,2.225996430591189
31,2.2425176981262975
32,2.2578676653677863
33,2.2720891783669854
34,2.285223236779215
35,2.2973090350835417
36,2.3083840018828634
37,2.3184838373170167
38,2.327642548620173
39,2.335892483851535
40,2.343264363827116
41,2.3497873122782598
42,2.355488884261349
43,2.3603950928408115
44,2.364530434066621
45,2.3679179102652923
46,2.370579051661978
47,2.372533936349689
48,2.373801208619854
49,2.3743980956671074
50,2.3743404226793463
51,2.373642626322711
52,2.3723177666293744
53,2.3703775372946736
54,2.367832274388249
55,2.3647100973965403
56,2.3615185224127786
57,2.3578884757829357
58,2.354152324242399
59,2.3500620457038894
60,2.3458884044776296
61,2.3413535647737205
62,2.3368565670284434
63,2.331847604299266
64,2.327150252146544
65,2.321914158891382
66,2.3168103507991664
67,2.3115142399107964
68,2.305802639047088
69,2.300591974330692
70,2.294856746594783
71,2.2890225511094693
72,2.2835372084653525
73,2.277532595083222
74,2.2714776784489517
75,2.2659029247223743
76,2.259812179869044
77,2.2532782041339274
78,2.247816053622551
79,2.2418393280439837
80,2.23534839829554
81,2.2292123890713693
82,2.2235703718441178
83,2.217413877771592
84,2.210742396041911
85,2.2046873344547353
86,2.1991086685313905
87,2.1930132126927595
88,2.1864000876536647
89,2.179746571554162
90,2.174497626941928
91,2.16872713819788
92,2.162434424966271
93,2.15561745666106
94,2.1493528888293074
95,2.144199219363816
96,2.1385159480814657
97,2.1323018582036206
98,2.1255543688311644
99,2.1184091375803202
100,2.113657564505724
101,2.108364105194734
102,2.1025276646190276
103,2.0961457664409986
104,2.0892145491480463
105,2.081883604976629
106,2.0773107768284254
107,2.072177034667539
108,2.0664807147452633
109,2.060218745681969
110,2.0533866439116464
111,2.0459785073748455
112,2.039184786045555
113,2.0350620286268755
114,2.030349930035403
115,2.025046863021133
116,2.019480205300762
117,2.0135954769027404
118,2.007108572053694
119,2.000013572461186
120,1.9951516678724202
121,1.9919357166870015
122,1.9881030987911987
123,1.9836533522947706
124,1.978810288902702
125,1.97390404002567
126,1.9683729279170574
127,1.962212500014312
128,1.955416812555592
129,1.9520974990641655
130,1.9498862433662585
131,1.9470351648827406
132,1.9435451642032717
133,1.9394156429995029
134,1.9354130986999638
135,1.9310066919662459
136,1.9259543338284824
137,1.9202518698325464
138,1.913893633515296
139,1.9097549240364262
140,1.908814023114564
141,1.9072124681773364
142,1.9049530453875394
143,1.90203702523815
144,1.8984641640019142
145,1.8950699926823547
146,1.8914729400462125
147,1.8872144148269407
148,1.882291224428942
149,1.8766986535252037
150,1.8704304586134008
151,1.8662954209697076
152,1.866418323800034
153,1.8658606441634893
154,1.8646264197603426
155,1.8627181584817294
156,1.8601368412471686
157,1.8568819229970182
158,1.853792277443106
159,1.8508445780525884
160,1.847218500145457
161,1.8429113284021872
162,1.8379188129974806
163,1.8322351647174784
164,1.8258530482176112
165,1.81876357341374
166,1.81985864088163
167,1.820280871934379
168,1.8199974397263639
169,1.8190117504153558
170,1.8173256577558987
171,1.81524997492848
172,1.8127011731042015
173,1.8094503578345824
174,1.8070518359079946
175,1.8045172071738527
176,1.8012755925388562
177,1.7978065460524932
178,1.7937526652908191
179,1.7889817295173782
180,1.7834878535139458
181,1.7772635764032256
182,1.7702998531612173
183,1.7691413534592224
184,1.7716726759142762
185,1.7734648310857277
186,1.7745249842340876
187,1.7748587244404745
188,1.7744700707862273
189,1.7733614766649193
190,1.7722796146429702
191,1.7705187465791934
192,1.768039720310135
193,1.7660442681963968
194,1.7648453616021895
195,1.7629271869118588
196,1.7602894437552377
197,1.7576431597086277
198,1.754450289393205
199,1.7505315419815106
200,1.7458825448075732
201,1.7404973551071634
202,1.7343684537030861
203,1.7274867368151616
204,1.7210011087712653
205,1.7254709703365867
206,1.7291804738402934
207,1.7321399799523371
208,1.734358270239504
209,1.7358425568604463
210,1.7365984904114122
211,1.7366301659291605
212,1.7359401270555144
213,1.7353823841684268
214,1.734394807866603
215,1.7326887438105578
216,1.7302633151970226
217,1.72820412697829
218,1.7278068107458566
219,1.7266886651332645
220,1.7248504156613358
221,1.7222912427157089
222,1.7199025158437604
223,1.7171892952611736
224,1.7137487396366127
225,1.7095769541149826
226,1.7046684888596355
227,1.6990163333374528
228,1.692611908757955
229,1.685445058658645
230,1.6775040376270602
231,1.6687754981481222
232,1.6722114852178407
233,1.6775880728198092
234,1.68218538770105
235,1.6860145733207985
236,1.6890851914553353
237,1.6914052322346873
238,1.6929811223422542
239,1.6938177313834843
240,1.6944245061506453
241,1.6944024170946972
242,1.693714491653572
243,1.693890931744395
244,1.693339207898934
245,1.692060370769427
246,1.6900539296740344
247,1.6873178517040475
248,1.6851722621012997
249,1.6860803228878276
250,1.6862579931095594
