cents,roughness,scaled mult,scaled add,normalized
0,0.7469275202647432,1.2215729540964242,0.3004527586694531,1.0000750363491149
1,0.7580319589340014,1.228700864925024,0.30727488711823014,1.0086468976848877
2,0.7694378437222005,1.2360222732476833,0.31428221215416047,1.017457975666157
3,0.7813187966048232,1.2436486265671518,0.3215814002602202,1.0266427968391398
4,0.7938330760202571,1.251681510570946,0.32926967916911526,1.0363224462698435
5,0.807129658396312,1.260216552847692,0.3374385741129288,1.0466116615890724
6,0.8213551885231195,1.2693478843137445,0.3461781778576637,1.0576247260738303
7,0.8366540998400253,1.2791682164250342,0.355577224602757,1.0694782100584266
8,0.853175561719406,1.2897733006208123,0.3657273581178118,1.0822957480078386
9,0.871069680924239,1.3012594900489636,0.37672079806818554,1.0962087547514003
10,0.8904922434457739,1.3137267833394992,0.3886532532127341,1.111359540998373
11,0.964354674686244,1.3611388893582572,0.43403141310625964,1.192447575411679
12,1.0272063912126437,1.401483245715943,0.47264502484660553,1.25323601290801
13,1.086748613494069,1.4397032461679808,0.509225414061061,1.3105948145811464
14,1.143084230031518,1.4758649345804542,0.5438357913801334,1.3646450432198922
15,1.1963381949614607,1.5100485186945152,0.5765529236890828,1.4154992562759627
16,1.246688727463516,1.5423683969465105,0.607486301811499,1.463318148765929
17,1.2941681305277049,1.5728453045432544,0.6366557714283537,1.5081857604472493
18,1.3389493717542869,1.601590268945712,0.6641675970003362,1.5502506117820667
19,1.3811511928592124,1.628679510158166,0.6900947287469555,1.5896507583425032
20,1.4208700240503818,1.65417492648485,0.7144964095785675,1.6265005467960167
21,1.458215983117376,1.6781472022537307,0.7374402915149988,1.6609272186685635
22,1.4933056550732955,1.7006711730870374,0.7589979997827254,1.6930585499250879
23,1.5262472141880588,1.721816275772428,0.7792359923798704,1.7230190261678096
24,1.557136102421532,1.7416437742602464,0.7982129050762369,1.7509242655714488
25,1.5860661296717828,1.7602138848845352,0.8159863709673332,1.7768838467836694
26,1.6131377494397503,1.7775910884910568,0.8326181047158219,1.8010150968336882
27,1.638440970759537,1.7938331616489807,0.8481634043165401,1.8234214992248472
28,1.6620580350046945,1.8089928948860003,0.8626727956205353,1.8442036066202154
29,1.684069368909071,1.8231219139172175,0.8761956896359073,1.8634558532566765
30,1.704560675382741,1.8362752312217823,0.888784738844999,1.8812732567312849
31,1.7235987083698736,1.8484956959860126,0.9004809542340609,1.8977384152581958
32,1.7412594530792547,1.8598320829214132,0.9113310181136524,1.912935913884005
33,1.7575991972794018,1.8703205230028748,0.9213695114651592,1.926938362289285
34,1.7726980002314097,1.8800124060656773,0.9306456195359375,1.939824441966412
35,1.7866015888290918,1.888937084086204,0.9391874351231522,1.9516568450740757
36,1.799375517306157,1.8971366361596922,0.94703523215834,1.9625029601130919
37,1.8110707971972482,1.9046438064599793,0.9542203501132265,1.972421152407403
38,1.8217328091454228,1.9114877247059732,0.9607706690621899,1.9814658160203347
39,1.8314152837401847,1.9177028804258849,0.9667191989568485,1.9896910066789468
40,1.8401634318353004,1.9233182943513087,0.9720937155597476,1.9971458618339775
41,1.848014638281406,1.9283579637224135,0.9769171866462673,2.0038741812728755
42,1.8550138573052424,1.9328507445425607,0.9812172303174459,2.009920125184191
43,1.8611953119859663,1.936818604518879,0.9850148718811693,2.0153218802795294
44,1.866595616005872,1.9402850458805467,0.9883326053374528,2.020117047433893
45,1.8712469055727312,1.9432706967772782,0.9911901739028423,2.0243392501573454
46,1.8751823676758916,1.9457968598527988,0.9936079663525752,2.0280191791426763
47,1.8784361414742623,1.9478854489460438,0.995606956437252,2.0311865412850496
48,1.8810404278604311,1.9495571337277462,0.9972069271132152,2.033867220059732
49,1.8830267019112386,1.9508321179693642,0.9984272154242845,2.0360860380043424
50,1.8844328273668696,1.9517347063090438,0.9992910833566606,2.0378666597055943
51,1.8852542374705537,1.9522619673572752,0.9997957252753891,2.0392288168221597
52,1.885586737242165,1.952475398111694,1,2.040191981738836
53,1.885430839197589,1.9523753275549383,0.9999042224000071,2.040772269307473
54,1.8848214790978284,1.951984180862794,0.9995298556268685,2.0409849226308108
55,1.883791187271895,1.951322839170393,0.9988968850296512,2.0408444570394852
56,1.882366969230406,1.950408637246047,0.998021901727253,2.0403625475457194
57,1.880582270653204,1.9492630437862495,0.9969254534241321,2.0395489042299917
58,1.8784080908854253,1.9478674433446912,0.9955897232635808,2.0384134676323526
59,1.8759726648145758,1.9463041495682378,0.9940934936946938,2.036963593934216
60,1.873256131761628,1.9445604139377317,0.9924245631008528,2.0352050347407276
61,1.8702751572098169,1.9426469339843089,0.9905931700966037,2.0331425537612353
62,1.8670625765143365,1.94058478663863,0.9886194874270507,2.030779551420781
63,1.8636345434508708,1.9383843409680601,0.9865134393338354,2.0281180687457567
64,1.86000185070621,1.9360525247706932,0.9842816564173674,2.025158418288627
65,1.8561951243942392,1.9336089968708339,0.9819429541521644,2.0219001113249755
66,1.8522250125540494,1.931060592217586,0.9795038742728035,2.0183407141776573
67,1.8480911653637864,1.928407086261195,0.9769642018625567,2.014476424686791
68,1.843819454828838,1.9256650861758602,0.9743398316594875,2.0103030217072853
69,1.8394225260051715,1.9228427087907196,0.9716385322864517,2.0058133420589774
70,1.8348992359810279,1.9199392204736334,0.9688596015836141,2.0009993449980534
71,1.8302534151117849,1.9169570799199382,0.9660053927700042,1.9958519918568278
72,1.8255326933857656,1.9139268606975248,0.9631051678288738,1.9903603794770726
73,1.8207013840383675,1.9108256555633139,0.9601370022218203,1.9845119619718918
74,1.8157775987910052,1.9076650903850365,0.9571120230749959,1.9782924639113335
75,1.8107624009448335,1.904445847692989,0.954030883638625,1.9716863907067643
76,1.8056931532439258,1.901191910537193,0.950916538106689,1.964675977322913
77,1.8005658837727132,1.8979007293551868,0.9477665462911693,1.9572419761747444
78,1.7953757766643008,1.8945692128543064,0.9445779495136911,1.9493632126066491
