cents,sethares
0,1.000220605700802
1,1.0668581383325135
2,1.1301482950585842
3,1.1902304748383465
4,1.2472385570981483
5,1.3013010701685275
6,1.3525413532123398
7,1.4010777118163764
8,1.447023567411659
9,1.4904876006816692
10,1.531573889110947
11,1.5703820388202994
12,1.6070073108288665
13,1.6415407418769496
14,1.6740692599383376
15,1.704675794544074
16,1.7334393820350207
17,1.7604352658542797
18,1.785734991985747
19,1.8094064996390935
20,1.8315142072768735
21,1.8521190940739247
22,1.8712787768943748
23,1.8890475828665205
24,1.9054766176309768
25,1.9206138293327837
26,1.9345040684230845
27,1.9471891433318451
28,1.958707872067769
29,1.9690961297975798
30,1.97838689245199
31,1.9866102764011087
32,1.993793574237883
33,1.9999612867035323
34,2.0051351507843522
35,2.0093341640054465
36,2.0125746049418645
37,2.01487004996399
38,2.0162313862290557
39,2.016666820926785
40,2.016181886782574
41,2.0147794438175923
42,2.0124596773601144
43,2.009220092299309
44,2.0050555035667754
45,1.9999580228282174
46,1.9939170413620029
47,1.986919209097774
48,1.9789484097833199
49,1.9699857322433663
50,1.9600094376898818
51,1.9489949230380157
52,1.936914680178055
53,1.9237382511481433
54,1.909432179148501
55,1.894109520322429
56,1.881639141024723
57,1.8689526302819526
58,1.858352511851654
59,1.8478525043123497
60,1.8391573042878708
61,1.8302828345200604
62,1.823553862003107
63,1.8156360838701209
64,1.8109595915147345
65,1.8048762656191664
66,1.8006788962609748
67,1.7967350702158382
68,1.7918671715238488
69,1.7902006562456978
70,1.7870822490923293
71,1.7842569538318755
72,1.7835654268355912
73,1.7814110573838655
74,1.7795593257490439
75,1.7800115842344804
76,1.7789992495327653
77,1.776771922015468
78,1.7785726678930085
79,1.7789137499453695
80,1.7777981389168835
81,1.7779844190379914
82,1.779919181733981
83,1.7804098557824029
84,1.7794602123698327
85,1.7803669112565883
86,1.7827313549498311
87,1.7836725762690193
88,1.7831957622592634
89,1.782583309988058
90,1.7857043536872554
91,1.7874245525070895
92,1.7877511675548443
93,1.786688039647224
94,1.7868878499274499
95,1.7897333724107685
96,1.7912066034458505
97,1.7913141779380408
98,1.7900593531895985
99,1.7877576078612778
100,1.7907296605465703
101,1.79235023130249
102,1.792626088553439
103,1.7915606567398354
104,1.789154018848441
105,1.7857256530780536
106,1.7878666283520794
107,1.7886687407448427
108,1.7881362851116338
109,1.786270228785901
110,1.7830682104838917
111,1.778524534637049
112,1.7746575925396604
113,1.7749534889621281
114,1.773897617741072
115,1.7714890837574475
116,1.7701253077136725
117,1.7694373887351382
118,1.7673937623118086
119,1.76399146668378
120,1.7636334082152259
121,1.7654184184127675
122,1.7658494342860926
123,1.764929037906863
124,1.7640200808051603
125,1.7651347969831483
126,1.7649037627931583
127,1.7633282713598373
128,1.7604062820780386
129,1.7619425323681153
130,1.7646046499242525
131,1.7659320526007591
132,1.7659290836718071
133,1.7645967781060279
134,1.765802073411252
135,1.766887675078403
136,1.76665247419331
137,1.7650971528548096
138,1.7622190977029533
139,1.7617190203233362
140,1.7648605201198153
141,1.7666854773927214
142,1.7671985554589216
143,1.7664011393496502
144,1.7642913345332414
145,1.764386804003164
146,1.7650899095391472
147,1.7644806207699109
148,1.762557613967334
149,1.7593162787604264
150,1.754748709078073
151,1.7521482264113477
152,1.7540077705939123
153,1.754531361120738
154,1.7537191021570182
155,1.7515677818835305
156,1.7480708641439906
157,1.7432184755340725
158,1.7399648929344886
159,1.7382263516468501
160,1.7354329907470738
161,1.7349873063575418
162,1.7331539974546821
163,1.7299280196008535
164,1.7253009238821913
165,1.7192608424426625
166,1.7213344746093355
167,1.7220287903820561
168,1.7213032531354595
169,1.7191543818665125
170,1.7155752488460407
171,1.7130515849005965
172,1.7109098937958558
173,1.707316058518132
174,1.7068888206854986
175,1.706694100979155
176,1.7050379552616057
177,1.7054730063968018
178,1.7053886084403667
179,1.703841507245561
