cents,sethares
0,1.0000959873692492
1,1.0946079667566717
2,1.1851007437688308
3,1.2717154460860562
4,1.3545886538300829
5,1.433852530589251
6,1.509634950364232
7,1.5820596205407003
8,1.651246200991289
9,1.7173104194067443
10,1.7803641829523749
11,1.8405156863431769
12,1.8978695164278434
13,1.9525267533689075
14,2.004585068503597
15,2.054138818966595
16,2.101279139153897
17,2.146094029103606
18,2.18866843986737
19,2.229084355942936
20,2.2674208748365627
21,2.30375428382089
22,2.3381581339516884
23,2.370703311404539
24,2.401458106190131
25,2.4304882783044417
26,2.457857121368014
27,2.4836255238061296
28,2.5078520276196183
29,2.530592884793796
30,2.5519021113910663
31,2.5718315393705096
32,2.59043086617563
33,2.6077477021297932
34,2.623827615676457
35,2.638714176499603
36,2.652448996557765
37,2.6650717690629815
38,2.676620305434514
39,2.687130570254685
40,2.696636714252913
41,2.7051711053416896
42,2.712764357726948
43,2.7194453591127092
44,2.7252412960189014
45,2.7301776772288355
46,2.73427835538129
47,2.7375655467203943
48,2.7400598490145156
49,2.7417802576538612
50,2.7427441799344585
51,2.7429674475346073
52,2.742464327187926
53,2.7412475295555745
54,2.7393282162981274
55,2.7367381495033896
56,2.734064165857268
57,2.7308787232127285
58,2.7275663455786634
59,2.723839430856494
60,2.7200114728815716
61,2.715760105034088
62,2.7115478899331733
63,2.7067366833707207
64,2.7022821668722568
65,2.697196956480257
66,2.692260135547498
67,2.687094552785847
68,2.6814404216520455
69,2.676363328882552
70,2.6706704844344946
71,2.6648566977752735
72,2.6594433885930653
73,2.6534196097812646
74,2.6473312717975253
75,2.6417967839846415
76,2.6356549350801046
77,2.628989967847841
78,2.6235696450903165
79,2.617543075574719
80,2.61091004630662
81,2.6046854266654704
82,2.5990322287735483
83,2.59277190578888
84,2.5859032165061353
85,2.579749400895868
86,2.574147341064163
87,2.567934663190178
88,2.5611096927690653
89,2.5542310606665684
90,2.548992540034888
91,2.5431372639365923
92,2.53666378558977
93,2.5295690737061247
94,2.52311635983471
95,2.517962196096
96,2.512180834804576
97,2.505770189916083
98,2.4987265708534774
99,2.4912088497133507
100,2.4865003327569584
101,2.4811494274898704
102,2.475154175678902
103,2.468510991710346
104,2.461214655173776
105,2.453440781279444
106,2.4489116172131826
107,2.443716464362723
108,2.437852670417104
109,2.431315920293306
110,2.4241002278580535
111,2.416197925577051
112,2.4090146617482335
113,2.4049815774077445
114,2.4002476936251145
115,2.3948103649611268
116,2.3890561591887267
117,2.3829202859838845
118,2.3760660294095306
119,2.368485648180021
120,2.363544201643296
121,2.3605486426371396
122,2.356818745787148
123,2.352353212677157
124,2.347416795953927
125,2.3424007821438146
126,2.3366383372166646
127,2.3301234172717997
128,2.322848201020982
129,2.3196978188152415
130,2.317861254029617
131,2.315261416112054
132,2.3118986020670955
133,2.3077713280259764
134,2.3037912118528463
135,2.299326321091357
136,2.2940878088983196
137,2.2880699487199454
138,2.28126520634183
139,2.2771011664288965
140,2.276747365951839
141,2.2756039154591
142,2.273673346091501
143,2.270956385116124
144,2.2674519546056233
145,2.2641575293806144
146,2.2606172889968317
147,2.2562827197384223
148,2.2511492145747574
149,2.245210340922574
150,2.238457831099125
151,2.2342534426385954
152,2.2351442838157896
153,2.2352193113017944
154,2.234482552294037
155,2.232936207866925
156,2.2305806533198704
157,2.2274144363262316
158,2.2244433588932577
159,2.221639621844229
160,2.2180184058174097
161,2.213575648110334
